,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7
517,0,0,0,2,0,2,22,29,18,22,16,19,20,17,17,18,24,16,21,19,5,19,6,11,12,6,10,24,16,9,17,9,9,21,14,9,16,4,11,19,17,11,21,21,8,21,8,12,13,15,17,7,11,13,0
518,0,0,0,0,0,0,3,2,3,4,1,6,7,3,9,5,8,5,14,8,5,7,8,10,8,4,10,9,3,6,5,4,4,4,3,4,3,4,6,7,6,7,5,16,9,4,7,8,9,6,13,2,4,4,0
519,0,0,0,0,1,0,14,14,2,4,17,13,10,3,7,14,6,7,11,2,5,6,6,5,5,3,5,11,4,5,9,6,6,6,12,7,7,3,3,5,8,3,15,16,4,4,9,8,3,7,6,2,11,6,0
520,0,0,0,0,0,3,5,9,3,11,5,1,2,8,9,4,4,7,8,4,5,3,12,9,5,1,11,6,11,12,6,7,4,5,3,3,4,3,4,16,9,3,11,13,3,2,5,6,3,7,4,5,5,5,0
521,0,1,0,0,0,0,28,16,8,20,13,5,5,4,11,18,21,17,26,16,5,14,8,7,9,6,7,14,14,6,17,5,16,19,10,8,13,4,9,13,7,7,14,10,9,10,6,8,7,9,11,5,7,7,0
522,0,0,0,0,0,1,28,8,15,21,24,10,17,10,30,17,20,19,38,18,15,23,15,10,20,9,15,19,21,11,18,18,16,18,9,11,21,5,15,7,19,17,9,13,18,11,18,12,12,13,15,14,14,16,0
523,0,0,0,0,0,0,9,5,15,12,8,6,9,7,7,2,4,10,16,10,7,10,4,12,8,3,8,7,10,5,4,7,2,7,3,5,5,2,4,6,6,10,13,13,10,10,5,5,5,6,5,4,5,2,0
524,0,0,0,0,0,0,8,7,1,4,3,3,3,1,1,2,4,5,2,1,0,3,4,7,4,2,5,4,2,3,1,6,2,5,5,1,4,2,4,3,5,3,2,5,1,3,4,2,3,3,4,2,2,0,0
525,0,0,0,0,0,0,3,4,4,4,1,8,1,2,1,4,1,0,3,2,1,6,3,1,3,0,2,7,4,4,2,2,1,3,3,2,3,1,4,5,0,3,9,5,3,1,3,2,3,3,3,0,0,0,0
526,0,0,0,0,0,0,3,4,7,12,7,15,4,3,1,13,10,8,10,10,4,12,6,5,6,7,7,8,8,4,9,6,9,8,7,4,3,2,9,3,5,8,6,6,6,4,6,8,5,2,7,3,8,2,0
527,1,0,0,0,0,6,6,20,14,14,16,13,24,20,17,28,16,27,30,24,12,15,22,14,8,8,22,12,15,19,11,15,20,23,24,10,13,8,15,16,31,16,12,20,15,16,17,17,9,7,18,17,12,8,0
528,1,0,0,0,0,1,6,7,5,13,7,10,9,3,12,9,9,13,9,11,7,8,6,8,9,5,11,5,12,8,10,9,11,13,4,3,7,0,6,1,9,9,8,42,11,4,10,5,2,7,7,2,6,5,0
529,0,0,0,0,0,0,1,7,6,3,2,1,0,3,3,5,6,8,7,5,1,6,4,2,5,5,6,4,3,4,5,5,12,4,4,2,4,4,4,1,2,6,2,5,4,3,3,1,6,3,2,2,6,3,0
530,3,0,1,0,0,0,23,18,11,22,10,12,21,14,20,21,17,18,33,40,22,12,24,13,6,8,43,18,22,14,20,8,24,8,12,47,6,4,10,11,15,13,13,29,31,13,17,16,11,14,11,4,11,7,0
531,0,0,0,0,0,2,5,7,1,0,2,5,3,2,6,7,4,2,5,8,3,2,6,1,3,2,4,2,6,2,3,4,6,5,5,2,3,3,3,7,5,1,11,8,5,6,1,4,2,4,8,1,6,2,0
532,0,0,1,0,2,2,30,15,19,5,41,32,7,19,31,10,31,30,30,21,19,19,20,17,19,11,25,20,20,29,31,23,21,22,20,17,11,18,18,13,21,22,24,22,17,14,22,22,19,16,14,14,22,17,0
533,0,0,0,0,0,0,28,13,28,23,24,23,19,24,31,23,22,25,43,27,21,36,16,19,20,9,29,21,24,17,19,16,18,28,18,24,17,13,17,16,23,12,22,22,18,24,20,15,13,12,15,17,19,10,0
534,0,0,0,0,0,2,8,7,8,12,13,12,8,10,11,13,8,18,17,5,15,7,15,8,8,2,9,5,6,8,11,14,6,13,13,7,7,8,7,8,18,9,9,13,12,13,8,7,10,10,11,4,5,4,0
535,0,0,0,0,0,5,4,8,3,6,10,6,4,5,9,19,14,7,6,17,10,5,2,2,5,3,9,6,10,3,10,15,7,9,14,8,7,4,13,6,10,9,8,11,10,9,6,2,7,5,8,4,3,3,0
536,0,0,0,0,0,0,27,23,12,11,14,19,11,7,8,15,17,14,21,21,9,12,12,19,10,14,15,18,16,15,15,11,8,9,8,3,12,8,14,6,19,14,17,11,14,15,15,7,12,9,12,11,8,4,0
537,0,0,0,0,1,3,12,12,17,16,14,17,0,4,6,12,14,10,13,20,5,15,15,8,10,8,10,11,10,9,18,8,7,14,16,11,15,9,13,14,12,9,9,7,10,15,8,9,7,10,5,4,5,4,0
538,0,0,0,0,0,0,5,10,30,7,6,9,6,5,14,6,11,13,8,14,7,11,8,4,5,7,10,5,11,9,14,9,9,6,9,5,10,8,9,15,9,3,10,12,15,8,12,9,7,6,7,9,5,3,0
539,0,0,0,0,0,1,6,7,1,4,5,2,5,2,0,4,2,5,6,3,2,7,3,4,1,3,5,2,4,2,4,6,6,3,2,4,8,4,1,2,4,6,7,3,4,6,7,0,6,6,5,3,1,1,0
540,0,0,0,0,4,2,12,9,11,8,10,4,6,4,11,15,13,10,7,11,9,17,10,18,12,8,5,11,9,8,3,10,8,5,9,7,13,9,10,14,12,8,9,8,8,11,6,4,9,12,6,6,6,1,0
541,0,0,0,0,0,1,6,9,6,9,7,7,5,5,4,7,9,12,11,10,4,20,6,16,7,1,6,11,9,10,7,8,8,7,2,5,9,10,8,3,8,4,7,6,8,6,10,9,3,8,7,5,4,1,0
542,0,2,0,0,0,0,10,9,6,6,2,2,2,3,5,10,9,3,3,2,0,6,3,3,3,3,2,3,3,1,3,5,13,4,3,0,1,2,6,5,2,4,5,15,4,3,3,2,2,3,7,6,6,0,0
543,0,0,0,0,0,0,8,18,11,13,7,13,6,6,12,7,6,10,8,5,4,6,7,5,11,3,16,10,7,5,11,8,3,8,12,8,12,1,6,13,9,4,14,9,2,7,4,10,7,12,11,4,8,5,0
544,0,0,0,0,0,1,18,16,18,21,18,13,12,19,21,10,17,18,16,14,12,8,13,12,10,13,22,14,16,14,8,8,14,16,12,17,10,15,9,19,13,16,16,16,16,13,13,9,9,9,14,9,16,9,0
545,0,0,0,0,0,0,6,11,5,9,6,4,4,3,10,2,9,3,5,9,7,5,10,7,3,0,9,8,7,7,4,8,11,9,10,6,9,4,4,3,6,11,15,5,15,4,9,6,7,7,4,6,8,3,0
546,0,0,0,2,0,3,29,25,19,16,23,27,7,13,17,25,23,22,26,28,17,16,26,18,17,12,23,23,19,21,27,21,20,17,13,18,14,13,27,12,22,22,23,21,21,15,13,15,16,13,13,22,18,10,0
547,0,1,0,6,2,2,5,9,2,0,3,4,4,6,3,4,7,6,4,9,3,3,3,3,3,2,0,4,3,3,5,8,3,1,1,0,8,4,9,4,7,4,3,1,3,9,4,2,1,7,5,2,4,3,0
548,0,0,0,0,0,0,7,2,4,6,7,3,6,6,8,5,2,2,3,5,6,2,4,3,4,5,4,3,4,5,4,3,4,7,7,2,3,4,2,3,3,4,3,6,4,8,8,9,2,3,1,4,6,0,0
549,0,0,0,0,0,0,5,17,4,4,8,5,3,8,9,11,8,12,5,13,2,4,3,3,2,1,8,7,8,8,8,4,6,4,4,3,5,6,6,7,7,8,2,11,8,7,10,7,7,10,8,8,12,1,0
550,0,0,0,0,0,0,5,6,6,6,7,4,8,1,3,6,5,10,3,8,7,8,1,3,3,3,8,2,10,9,5,7,4,6,4,3,4,3,5,4,6,2,9,7,11,10,3,4,4,5,7,5,5,1,0
551,0,0,0,0,0,0,10,7,41,6,5,5,7,11,9,7,7,9,33,5,10,8,6,2,2,4,6,6,3,5,4,5,23,7,5,9,5,5,9,3,6,25,11,9,7,5,8,3,1,9,5,2,7,2,0
552,0,0,0,0,0,0,3,5,15,6,5,4,4,5,7,7,2,6,6,4,7,1,3,6,4,3,5,1,5,11,6,6,6,2,3,5,4,6,6,4,5,5,5,7,4,6,1,6,6,5,8,1,10,3,0
553,0,0,0,0,0,0,3,10,4,5,2,5,2,5,2,1,4,3,5,3,4,7,2,5,7,6,9,6,1,7,3,7,7,5,5,4,7,0,11,4,4,5,3,6,8,4,5,1,1,2,2,1,5,2,0
554,0,0,0,0,0,0,3,8,7,5,4,3,1,3,7,2,5,4,3,2,4,3,2,1,3,4,3,2,5,7,5,5,3,1,2,5,2,2,3,5,3,1,7,1,4,3,2,2,4,2,4,2,1,4,0
555,0,0,0,0,0,0,7,12,12,6,1,1,4,8,7,4,6,11,5,6,9,5,3,1,4,4,7,5,5,8,3,6,2,0,3,1,4,4,3,2,8,3,3,7,9,4,5,5,6,5,4,1,3,5,0
556,0,0,0,1,0,0,3,3,2,7,5,2,3,4,6,5,7,5,1,3,2,10,1,5,4,4,3,4,1,3,0,5,5,4,4,2,3,0,1,2,6,2,6,2,2,2,2,1,1,4,1,4,3,2,0
557,0,1,0,0,0,0,4,5,5,8,6,4,6,10,7,7,8,11,5,7,1,6,3,6,6,7,7,10,12,8,5,10,5,5,9,5,5,5,8,5,5,6,9,4,3,4,2,3,5,5,7,4,10,1,0
558,0,0,0,0,0,0,5,8,5,6,4,7,2,7,8,3,5,4,3,10,7,3,2,10,2,2,10,5,9,8,10,7,4,6,5,3,4,2,6,2,4,4,6,6,4,6,1,3,2,1,2,2,7,0,0
559,0,0,0,0,0,0,1,6,3,5,1,3,2,4,2,8,6,4,4,2,4,3,3,4,4,4,6,4,2,6,6,7,2,3,4,2,2,2,2,2,5,5,5,8,1,1,0,3,2,4,4,2,4,0,0
560,0,0,0,0,0,1,3,11,11,12,11,10,7,10,6,10,10,20,11,11,12,9,2,4,6,6,13,11,13,8,6,11,9,14,6,4,11,0,14,5,5,14,17,7,11,8,7,8,7,5,8,7,8,2,0
561,0,0,0,0,0,0,3,3,29,3,2,11,4,5,5,7,8,9,30,5,3,0,5,2,4,2,3,3,5,4,2,7,19,1,6,2,2,3,7,4,7,12,5,4,2,4,4,5,3,2,3,2,6,0,0
562,1,0,0,0,0,0,10,4,8,20,6,4,4,7,11,7,5,14,4,4,6,11,2,7,7,5,4,7,17,7,14,2,3,5,1,4,6,2,5,1,2,4,3,11,2,2,3,2,6,2,4,2,8,0,0
563,0,0,0,0,1,3,3,7,18,9,7,6,4,3,9,6,6,8,6,9,9,13,5,9,8,4,6,8,5,8,10,9,4,5,12,11,9,6,10,3,6,7,7,10,4,9,8,3,9,4,1,0,3,3,0
564,0,0,0,0,0,0,8,8,5,9,9,3,4,8,7,8,12,9,6,8,2,11,8,8,9,1,12,9,5,10,9,12,12,12,6,6,8,8,5,6,7,10,4,5,6,6,6,3,4,8,10,5,6,6,0
565,0,0,0,0,0,9,8,5,5,4,0,0,4,1,9,4,4,10,5,4,5,3,2,2,2,2,2,3,11,2,2,5,5,3,5,2,4,1,6,5,3,2,3,8,1,3,3,2,4,2,2,1,4,0,0
566,0,0,0,0,0,0,5,7,9,3,6,6,0,5,14,5,7,5,7,7,8,9,1,12,8,4,3,9,3,8,5,12,7,11,5,5,6,6,6,3,4,6,4,4,12,8,8,7,5,11,8,7,5,2,0
567,0,0,0,0,0,12,0,6,5,1,6,2,4,7,6,10,11,0,6,6,3,9,1,0,5,2,7,7,2,3,3,6,5,6,1,9,0,4,5,4,6,3,1,6,9,4,2,3,5,0,8,2,1,2,0
568,1,0,0,0,0,0,12,13,8,17,8,4,5,7,11,11,10,13,7,5,16,9,1,14,8,3,11,9,14,6,11,1,11,6,11,7,11,9,12,3,6,0,6,6,8,4,10,11,8,1,8,5,11,6,0
569,1,0,0,0,0,0,11,13,4,3,3,13,12,9,5,14,9,7,9,5,11,7,3,9,7,3,10,18,7,6,13,9,13,6,7,13,9,5,9,14,6,12,5,8,9,4,8,10,9,5,10,6,9,3,0
570,0,0,0,0,0,0,18,17,6,15,9,9,13,13,16,9,13,14,10,14,10,11,11,7,11,9,19,12,18,10,13,9,12,7,16,18,11,6,10,13,15,11,17,11,5,15,7,11,16,13,9,7,9,10,0
571,1,0,0,0,0,10,16,13,17,9,18,11,12,13,18,10,12,14,7,11,12,11,13,10,20,5,11,13,24,13,14,18,2,0,1,0,15,2,10,0,0,2,1,1,1,0,0,0,3,12,11,8,14,0,0
572,0,0,0,0,0,1,2,8,8,4,9,5,1,0,0,0,1,1,0,2,2,0,1,1,4,4,8,6,6,8,6,6,6,10,4,2,5,5,10,12,8,3,3,4,2,3,11,12,5,5,6,0,6,3,0
573,0,1,0,0,0,0,10,14,11,16,7,11,12,16,13,9,4,0,0,0,1,0,3,1,12,7,13,16,12,9,10,10,0,11,11,5,12,8,18,9,21,19,5,7,4,16,5,5,9,3,4,7,13,0,0
574,0,0,0,0,0,0,8,15,4,5,4,5,2,0,6,5,4,4,7,17,9,3,3,2,2,3,0,7,10,6,6,5,0,7,6,2,2,1,7,3,5,2,5,2,6,5,3,3,2,1,5,7,6,0,0
575,0,0,0,0,0,2,5,16,9,14,12,9,4,8,11,10,12,2,10,6,4,9,5,26,11,5,7,10,12,4,2,9,3,11,8,10,11,7,9,10,17,4,3,4,8,8,6,12,2,3,4,3,3,0,0
576,0,0,0,0,0,0,9,5,7,9,6,5,0,0,0,0,0,0,1,0,0,0,2,0,12,4,8,8,0,1,0,1,1,1,0,3,1,5,6,4,2,4,2,5,8,11,4,19,0,4,2,1,4,0,0
577,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,2,0,2,13,8,8,4,11,13,9,12,11,9,8,3,12,6,9,5,6,11,5,3,4,5,5,4,6,6,7,5,7,0,0
578,0,0,0,0,0,0,8,4,11,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,1,1,5,3,1,8,2,1,4,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,11,2,1,5,0,0
579,0,0,0,0,0,1,1,2,2,6,4,1,3,2,5,2,3,4,5,3,1,3,2,5,5,2,5,0,3,4,3,3,5,1,5,4,5,2,1,4,12,6,2,4,6,1,5,1,5,5,2,5,4,1,0
580,5,3,5,14,9,13,12,13,7,9,9,7,8,19,12,9,12,5,10,5,9,11,9,12,7,5,4,20,16,9,9,17,11,10,9,33,11,6,14,8,11,6,13,8,25,14,10,3,12,14,9,7,8,7,0
581,0,0,0,0,0,0,1,0,0,21,23,19,10,15,19,9,30,18,21,15,14,13,24,18,16,13,21,18,20,9,21,12,18,25,17,11,18,6,20,15,20,14,21,12,16,26,14,20,17,20,20,16,18,8,0
582,0,0,0,0,0,0,2,1,3,4,0,0,2,2,3,2,1,2,3,1,3,0,0,1,0,1,2,4,1,2,2,0,0,3,0,1,1,1,2,2,1,0,3,1,1,0,1,1,1,1,2,0,1,0,0
583,0,1,0,0,0,0,16,12,16,17,8,13,9,7,14,9,10,4,9,11,9,10,11,16,9,6,13,12,9,8,7,8,9,13,16,10,11,5,8,6,12,8,11,13,12,12,8,11,12,10,14,8,11,6,0
584,1,0,0,0,0,0,0,0,0,12,5,7,4,2,7,9,9,11,15,14,7,3,10,12,9,9,6,7,11,14,13,9,8,5,18,8,11,6,10,13,12,12,5,9,6,14,9,11,7,6,13,5,4,6,0
585,0,0,0,0,0,0,7,3,5,1,2,5,3,1,9,2,2,4,5,3,0,2,1,2,7,1,6,3,5,3,5,4,2,2,0,3,2,3,6,2,0,5,5,3,2,4,7,2,5,1,3,2,6,2,0
586,0,0,0,0,0,0,3,3,2,0,1,3,2,2,3,1,1,3,0,2,1,2,1,2,1,0,1,1,1,2,0,2,1,1,3,1,1,1,0,2,2,1,2,2,1,0,0,0,3,1,0,1,1,0,0
587,0,0,1,0,0,0,5,4,7,2,4,4,2,2,5,8,8,4,3,4,6,4,4,4,6,4,6,3,4,3,4,9,5,5,4,5,6,3,2,1,1,1,7,5,3,10,5,10,4,4,3,4,8,0,0
588,0,1,0,0,0,1,3,1,1,3,2,2,1,2,2,5,4,3,4,2,0,4,3,3,3,2,2,3,1,3,2,3,3,1,4,1,3,2,6,4,1,7,3,2,3,2,2,5,0,2,3,1,1,0,0
589,0,0,0,0,0,0,18,12,17,13,12,17,9,8,13,13,21,9,11,10,6,9,15,17,5,7,4,10,11,10,5,14,8,12,11,7,20,4,14,15,5,6,17,7,12,13,9,14,8,9,7,7,12,7,0
590,0,0,1,0,0,0,3,19,3,13,11,16,4,9,12,5,7,7,7,5,2,7,6,9,6,10,12,8,6,12,3,9,10,4,7,6,15,2,14,5,7,14,5,8,1,14,11,4,10,2,4,8,3,8,0
591,0,0,0,0,0,0,6,3,6,3,3,4,6,1,6,11,5,2,1,6,1,3,10,5,7,3,7,6,3,7,2,5,4,2,4,5,1,6,5,3,4,7,4,4,5,7,5,0,5,1,8,4,2,0,0
592,0,0,0,0,0,0,7,6,9,9,6,8,9,10,11,13,5,5,8,11,8,5,8,10,4,8,13,8,15,9,10,8,14,8,10,9,13,4,10,8,8,6,9,11,5,7,11,9,6,8,13,9,8,11,0
593,0,0,0,0,1,1,16,15,14,15,14,8,14,11,18,8,21,14,9,14,9,12,9,10,14,9,12,10,18,12,16,17,7,13,14,17,14,5,11,9,11,11,15,6,9,18,13,11,7,11,13,11,6,17,0
594,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,2,0,1,1,0,4,1,2,0,1,0,2,2,2,1,3,0,3,1,1,0,3,0,3,0,1,2,1,1,1,0,1,0,0,2,0,0,0,0
595,0,0,0,0,0,0,24,27,28,24,28,15,16,12,21,18,13,17,17,19,13,13,19,17,10,10,13,18,24,15,19,16,17,20,15,23,25,9,19,17,17,20,16,22,9,18,17,15,12,11,18,16,12,14,0
596,0,0,0,0,0,0,4,7,11,1,0,0,6,6,6,8,4,8,10,6,5,9,4,4,5,1,8,8,8,5,6,5,4,10,5,4,7,5,5,8,12,9,6,12,4,8,6,5,9,4,2,5,8,0,0
597,0,0,0,0,0,0,0,0,0,0,2,7,8,5,10,3,2,5,10,10,2,4,2,8,4,0,0,0,0,0,0,0,0,0,0,0,7,3,6,5,4,4,3,8,7,4,2,2,5,2,2,4,2,1,0
598,0,0,0,0,0,0,12,13,12,14,10,7,8,7,8,14,16,12,18,16,11,15,16,15,14,5,12,20,9,11,11,11,11,18,14,3,13,2,18,15,15,10,13,15,7,13,17,5,24,7,16,7,27,12,0
599,6,8,12,6,8,10,10,14,7,10,16,7,4,5,3,16,5,7,11,11,4,11,7,1,14,5,6,13,5,13,12,12,5,11,3,0,17,5,7,1,2,1,1,0,0,2,1,1,4,3,5,6,12,8,0
600,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
601,1,0,0,1,0,2,12,7,2,1,10,18,4,15,27,24,12,8,10,5,4,4,3,13,7,6,10,14,15,5,11,6,14,13,5,3,12,4,18,14,16,3,15,10,13,12,6,7,10,11,9,15,12,8,0
602,0,0,0,0,2,3,1,0,2,3,2,2,1,0,1,0,0,2,2,2,3,2,2,3,1,1,1,4,2,3,1,2,5,5,1,2,1,1,2,2,2,1,2,2,1,2,1,0,1,1,1,0,5,1,0
603,0,0,0,0,1,0,8,8,3,2,6,1,5,5,7,6,1,0,0,0,3,4,6,4,0,7,4,8,3,7,9,13,11,11,6,9,6,1,2,8,5,4,8,0,11,12,6,7,5,5,8,3,12,3,0
604,0,0,0,0,0,0,28,24,20,23,29,12,17,6,27,41,30,25,21,30,13,16,20,16,18,15,14,2,20,22,31,28,24,26,3,1,29,7,21,17,19,17,31,17,31,22,17,29,33,11,22,18,22,12,0
605,0,0,0,0,1,0,0,5,10,8,9,7,5,3,9,11,5,10,4,11,7,6,4,4,4,5,8,5,2,7,10,5,4,6,9,5,10,1,14,8,6,3,13,7,5,7,6,9,7,4,17,7,5,3,0
606,8,3,8,7,6,8,4,7,6,6,6,3,6,2,9,23,6,14,3,12,7,9,3,5,11,6,6,7,11,1,1,0,0,0,0,0,8,2,6,5,11,6,5,9,9,14,5,6,4,5,9,0,5,4,0
607,3,1,1,1,2,4,1,2,0,2,2,0,2,1,0,3,1,0,0,0,1,0,0,0,0,0,1,2,1,1,3,0,2,0,0,0,0,0,0,1,0,1,0,2,2,1,0,3,2,1,3,2,5,0,0
608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,2,0,0,0,0,0,0,0,0,0,2,3,3,2,2,1,1,1,1,1,1,1,2,0,0,2,3,5,2,4,1,0,2,6,6,0,0,2,2,3,2,2,0,1,0,2,4,5,2,4,0,3,2,0,0
610,0,0,0,0,9,12,14,10,10,16,7,6,10,5,12,10,8,10,15,6,12,10,5,1,0,0,0,0,0,2,1,1,0,0,0,1,16,3,9,11,8,6,13,12,11,12,5,9,18,10,28,16,26,9,0
611,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,1,1,1,2,3,2,1,2,0,1,1,2,0,1,1,0,0,0,1,0,1,0,2,3,1,1,2,0,0,0,1,0,0,4,1,0,0,0,0
612,0,0,0,0,0,1,2,3,2,2,1,2,2,5,1,2,9,2,2,3,5,3,1,1,4,0,3,7,2,5,0,5,2,1,0,2,6,2,1,3,2,0,0,3,3,2,3,3,3,4,1,2,2,1,0
613,0,0,1,0,3,11,19,21,20,22,34,18,17,21,23,19,23,20,24,12,19,14,22,23,31,7,27,23,18,23,23,23,15,17,13,10,11,9,21,22,22,23,19,19,11,21,17,6,14,11,20,11,20,5,0
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,0,0,0,0,0,1,1,2,2,3,4,5,0,0,3,4,5,2,2,4,5,2,3,2,1,0,6,3,4,1,2,2,4,4,4,2,1,5,1,1,4,3,1,6,1,5,2,1,3,2,0,0,2,2,0
616,0,0,0,0,0,1,4,4,3,11,7,8,12,14,23,21,22,15,15,13,12,10,8,5,18,13,21,5,7,7,17,7,6,0,2,2,11,8,20,11,16,15,14,16,10,6,12,12,13,16,13,9,17,7,0
617,2,0,1,0,14,16,29,22,32,38,38,27,21,34,27,17,47,29,23,34,18,26,20,13,24,20,37,29,25,32,32,30,36,35,23,16,22,22,31,23,33,19,21,27,22,26,20,26,19,22,20,15,23,15,0
618,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,6,6,6,5,3,3,3,4,1,4,5,5,6,3,7,7,7,6,3,3,6,3,4,3,6,6,6,5,3,2,5,2,5,4,2,5,1,4,4,0
619,0,1,0,0,0,4,3,4,2,3,4,6,2,6,6,5,4,8,8,2,5,3,1,8,5,1,6,4,6,5,3,9,7,1,3,7,7,3,4,2,12,4,8,3,2,7,8,4,4,4,6,1,3,0,0
620,0,0,0,0,0,1,2,3,7,2,13,6,2,9,7,7,4,5,1,3,9,8,3,4,10,2,9,9,7,5,2,5,3,0,1,3,7,9,6,9,10,7,8,8,6,7,6,4,5,6,6,2,5,3,0
621,2,0,0,0,0,0,14,14,14,18,10,14,11,10,10,12,15,19,14,12,15,14,9,10,12,3,6,8,6,7,8,11,10,12,6,5,3,14,13,7,17,11,14,11,12,10,6,9,8,10,12,6,10,9,0
622,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,7,1,6,1,4,0,3,4,3,5,0,1,4,8,2,1,7,5,1,6,1,5,0,3,6,4,9,3,2,5,1,2,1,2,3,3,1,3,4,0
623,1,0,0,1,4,9,20,16,20,19,23,11,9,13,17,16,22,14,11,9,5,17,10,12,5,6,10,11,14,13,12,15,10,13,10,6,7,5,26,9,16,16,10,12,11,12,11,5,3,5,5,3,8,5,0
624,0,0,0,0,0,0,1,0,0,0,1,1,5,5,6,1,2,2,3,6,2,6,5,1,6,5,12,3,5,4,4,7,5,2,3,2,7,3,2,3,4,12,5,6,3,3,3,2,1,5,4,0,2,2,0
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,1,1,4,4,7,2,9,16,6,1,3,1,9,4,2,19,4,3,3,2,6,5,2,0,1,5,1,4,5,3,3,5,0,4,5,5,9,4,6,4,2,6,3,2,4,2,3,1,3,3,0
627,0,0,0,0,1,3,12,6,5,20,26,34,18,5,8,9,3,9,27,26,11,6,1,7,5,5,3,6,2,10,12,12,13,35,12,8,10,4,4,10,13,20,10,10,23,20,8,10,4,2,12,0,6,0,0
628,0,0,0,0,1,0,10,9,8,11,10,9,7,6,12,9,17,5,7,8,7,4,9,12,10,10,7,6,4,10,9,9,8,5,8,1,5,8,11,11,10,9,7,9,6,6,8,9,9,9,8,3,6,0,0
629,0,0,0,0,3,4,6,3,9,9,6,10,5,4,8,11,9,7,12,1,16,6,5,5,7,6,7,7,10,7,10,8,8,3,12,3,6,7,5,6,7,11,4,3,4,11,4,2,6,4,3,1,3,0,0
630,0,0,0,0,0,0,12,4,2,14,3,5,7,3,14,5,10,6,6,5,2,12,4,3,5,5,7,6,6,3,6,4,7,5,5,4,9,4,12,4,6,9,4,5,8,18,10,3,13,1,4,1,0,0,0
631,0,0,0,1,0,0,12,5,11,8,7,2,7,7,7,9,5,12,8,32,17,9,10,10,7,5,4,8,12,14,11,8,4,10,15,12,8,2,8,3,7,8,8,11,6,3,8,17,23,7,13,5,2,0,0
632,0,0,0,0,0,1,1,3,2,2,5,4,4,0,2,3,1,1,1,2,1,3,3,1,3,1,1,3,2,1,1,1,1,0,3,0,0,0,2,1,3,2,1,5,2,0,0,1,1,3,5,0,0,1,0
633,0,0,0,0,0,3,12,2,4,16,6,2,12,6,7,15,14,10,13,6,10,10,6,4,12,6,17,25,12,9,12,7,3,11,6,9,9,3,10,9,5,8,5,4,5,10,13,5,7,1,8,4,7,0,0
634,0,0,0,0,0,1,14,23,11,8,8,9,3,2,4,4,6,6,6,7,5,8,4,6,12,3,6,7,11,7,3,8,2,6,5,3,6,4,2,6,11,5,9,9,1,7,2,4,8,6,6,1,3,2,0
635,0,0,0,0,1,0,18,9,15,14,12,12,11,15,16,6,12,14,14,15,12,18,19,13,16,6,21,9,19,9,13,16,14,15,9,17,10,14,14,9,13,18,23,14,18,14,23,12,18,16,13,12,18,3,0
636,1,0,0,0,0,0,6,9,7,7,8,5,6,5,9,12,11,12,7,8,7,9,5,6,7,4,6,2,8,9,6,4,7,9,10,4,6,3,8,12,12,8,6,4,7,6,4,2,7,5,5,3,8,1,0
637,0,0,0,0,1,0,14,16,12,14,14,16,12,23,12,15,12,18,23,27,24,15,11,16,17,15,19,17,17,20,16,25,28,20,26,18,17,20,19,21,26,17,18,31,21,16,19,21,21,29,14,14,26,18,0
638,0,0,0,0,0,4,17,15,14,21,14,17,8,17,20,6,10,15,16,16,18,9,12,7,16,13,17,10,15,13,17,17,8,16,25,17,18,12,19,23,13,12,15,18,13,16,17,17,17,25,17,6,18,10,0
