,4-28-2020,5-28-2020,6-28-2020,7-28-2020,4-28-2022,5-28-2022,6-28-2022,7-28-2022,8-28-2022,9-28-2022,10-28-2022,11-28-2022,12-28-2022
575,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
576,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,3.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0
578,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0
579,6.0,10.0,1.0,0.0,6.0,6.0,6.0,6.0,10.0,0.0,6.0,10.0,10.0
580,18.0,17.0,9.0,0.0,17.0,17.0,17.0,9.0,9.0,17.0,17.0,0.0,0.0
581,58.0,49.0,44.0,0.0,0.0,58.0,58.0,49.0,0.0,44.0,58.0,49.0,44.0
582,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0
583,11.0,33.0,14.0,0.0,33.0,0.0,11.0,0.0,14.0,0.0,33.0,33.0,33.0
584,15.0,16.0,16.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,16.0,0.0
585,4.0,12.0,6.0,0.0,12.0,4.0,0.0,0.0,12.0,0.0,12.0,4.0,0.0
586,1.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,3.0,3.0
587,3.0,15.0,4.0,0.0,3.0,4.0,3.0,0.0,15.0,4.0,3.0,3.0,4.0
588,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
589,23.0,36.0,8.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,0.0,23.0
590,8.0,12.0,8.0,0.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0
591,6.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,6.0
592,19.0,26.0,21.0,0.0,26.0,26.0,21.0,19.0,26.0,21.0,19.0,0.0,26.0
593,13.0,32.0,29.0,0.0,13.0,32.0,13.0,32.0,13.0,13.0,32.0,13.0,32.0
594,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
595,18.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,33.0,18.0
596,9.0,13.0,8.0,0.0,13.0,9.0,13.0,13.0,8.0,9.0,9.0,9.0,9.0
597,3.0,2.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0
598,5.0,27.0,12.0,0.0,12.0,27.0,5.0,27.0,0.0,0.0,5.0,0.0,12.0
599,6.0,12.0,8.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0
600,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
601,7.0,12.0,8.0,0.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0
602,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
603,3.0,12.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0
604,12.0,22.0,12.0,0.0,0.0,0.0,0.0,12.0,22.0,22.0,0.0,0.0,12.0
605,3.0,5.0,3.0,0.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0
606,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
607,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
610,15.0,26.0,9.0,0.0,15.0,9.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
611,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,3.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,3.0
613,8.0,23.0,7.0,0.0,23.0,23.0,23.0,0.0,8.0,23.0,23.0,23.0,8.0
614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,2.0,5.0,4.0,0.0,4.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
616,12.0,20.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,20.0
617,38.0,60.0,35.0,0.0,60.0,0.0,60.0,38.0,0.0,60.0,60.0,0.0,0.0
618,1.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0
619,1.0,4.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0
620,4.0,9.0,5.0,0.0,9.0,5.0,4.0,5.0,5.0,9.0,4.0,0.0,0.0
621,26.0,23.0,19.0,0.0,19.0,26.0,19.0,19.0,23.0,19.0,19.0,0.0,19.0
622,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
623,12.0,23.0,5.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,5.0,23.0
624,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0
625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,1.0,3.0,5.0,0.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,5.0,3.0
627,3.0,6.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
628,3.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
629,4.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,4.0,5.0,0.0
630,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
631,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
633,3.0,7.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0
634,3.0,3.0,5.0,0.0,5.0,3.0,3.0,5.0,0.0,3.0,0.0,3.0,5.0
635,47.0,53.0,6.0,0.0,0.0,53.0,53.0,47.0,6.0,53.0,53.0,6.0,6.0
636,8.0,21.0,3.0,0.0,21.0,8.0,0.0,0.0,21.0,0.0,8.0,0.0,3.0
637,41.0,77.0,46.0,0.0,46.0,46.0,0.0,46.0,46.0,41.0,46.0,0.0,41.0
638,35.0,60.0,23.0,0.0,23.0,35.0,0.0,35.0,0.0,0.0,0.0,23.0,35.0
639,41.0,44.0,18.0,0.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,18.0
640,65.0,70.0,17.0,0.0,70.0,70.0,17.0,70.0,0.0,17.0,0.0,70.0,0.0
641,21.0,30.0,8.0,0.0,30.0,8.0,21.0,8.0,8.0,30.0,0.0,21.0,30.0
642,61.0,111.0,17.0,0.0,61.0,61.0,61.0,61.0,17.0,61.0,17.0,61.0,111.0
643,11.0,59.0,6.0,0.0,6.0,0.0,11.0,11.0,59.0,0.0,0.0,0.0,11.0
644,46.0,89.0,34.0,0.0,0.0,34.0,34.0,34.0,46.0,0.0,0.0,34.0,34.0
645,56.0,68.0,41.0,1.0,41.0,1.0,56.0,68.0,41.0,41.0,41.0,41.0,41.0
646,2.0,5.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
647,2.0,6.0,2.0,0.0,6.0,6.0,2.0,6.0,6.0,2.0,0.0,6.0,0.0
648,2.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0
649,1.0,3.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0
650,4.0,12.0,5.0,0.0,12.0,4.0,12.0,12.0,12.0,5.0,12.0,4.0,5.0
651,2.0,3.0,5.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,2.0
652,2.0,4.0,0.0,0.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,4.0,2.0
653,4.0,7.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0
654,5.0,13.0,2.0,0.0,0.0,0.0,13.0,2.0,13.0,0.0,13.0,13.0,13.0
655,1.0,1.0,5.0,0.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0
656,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
657,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
658,29.0,42.0,17.0,0.0,29.0,17.0,17.0,29.0,29.0,29.0,29.0,17.0,17.0
659,44.0,67.0,24.0,0.0,24.0,67.0,24.0,24.0,24.0,24.0,24.0,24.0,0.0
660,44.0,53.0,22.0,0.0,22.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0
661,66.0,108.0,61.0,0.0,61.0,108.0,108.0,61.0,108.0,61.0,66.0,61.0,66.0
662,93.0,117.0,71.0,0.0,93.0,93.0,71.0,93.0,0.0,0.0,93.0,0.0,0.0
663,38.0,64.0,23.0,1.0,64.0,23.0,23.0,23.0,23.0,38.0,23.0,64.0,64.0
664,39.0,46.0,24.0,0.0,46.0,0.0,24.0,46.0,46.0,0.0,0.0,0.0,46.0
665,55.0,66.0,18.0,0.0,18.0,18.0,55.0,55.0,18.0,66.0,18.0,18.0,66.0
666,87.0,97.0,99.0,0.0,0.0,0.0,0.0,99.0,87.0,0.0,87.0,0.0,87.0
667,7.0,13.0,8.0,0.0,8.0,7.0,8.0,13.0,13.0,8.0,13.0,7.0,13.0
668,34.0,103.0,57.0,0.0,0.0,0.0,103.0,34.0,103.0,34.0,57.0,57.0,34.0
669,18.0,18.0,3.0,0.0,0.0,18.0,18.0,0.0,18.0,0.0,0.0,18.0,0.0
670,3.0,9.0,2.0,0.0,0.0,9.0,0.0,0.0,2.0,2.0,9.0,2.0,9.0
671,8.0,3.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,8.0,0.0,8.0
672,19.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,15.0,15.0,19.0
673,31.0,41.0,3.0,0.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,3.0,31.0
674,20.0,33.0,0.0,0.0,33.0,20.0,0.0,20.0,20.0,20.0,33.0,0.0,0.0
675,15.0,17.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0
676,20.0,21.0,13.0,0.0,21.0,21.0,21.0,0.0,21.0,13.0,13.0,21.0,20.0
677,20.0,28.0,4.0,0.0,28.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
678,6.0,42.0,7.0,0.0,7.0,7.0,42.0,7.0,6.0,7.0,7.0,42.0,6.0
679,7.0,29.0,4.0,0.0,29.0,4.0,29.0,7.0,29.0,7.0,4.0,4.0,7.0
680,10.0,16.0,7.0,0.0,16.0,16.0,10.0,10.0,16.0,10.0,10.0,7.0,16.0
681,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
682,11.0,24.0,0.0,0.0,24.0,24.0,11.0,24.0,24.0,24.0,11.0,24.0,11.0
683,8.0,16.0,2.0,0.0,8.0,2.0,0.0,0.0,8.0,16.0,0.0,8.0,8.0
684,2.0,10.0,11.0,0.0,2.0,10.0,11.0,0.0,10.0,10.0,10.0,10.0,10.0
685,4.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0
686,1.0,11.0,2.0,0.0,2.0,11.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0
687,0.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
688,5.0,22.0,3.0,0.0,3.0,5.0,5.0,22.0,5.0,5.0,5.0,22.0,22.0
689,2.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
690,0.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
691,8.0,18.0,4.0,0.0,4.0,18.0,8.0,18.0,0.0,4.0,8.0,4.0,4.0
692,3.0,7.0,1.0,0.0,3.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0
693,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0
694,6.0,6.0,3.0,0.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0
695,24.0,16.0,5.0,0.0,5.0,5.0,5.0,16.0,5.0,5.0,16.0,16.0,16.0
696,4.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,9.0,4.0,9.0
697,4.0,7.0,5.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,7.0
698,8.0,3.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0
699,5.0,13.0,4.0,0.0,13.0,5.0,13.0,5.0,13.0,5.0,13.0,5.0,0.0
700,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
701,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
702,13.0,15.0,2.0,0.0,15.0,15.0,15.0,13.0,2.0,15.0,13.0,2.0,2.0
703,6.0,12.0,8.0,0.0,8.0,12.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0
704,3.0,9.0,6.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,6.0,0.0,0.0
705,9.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0
706,13.0,15.0,9.0,0.0,15.0,15.0,0.0,13.0,15.0,15.0,15.0,15.0,15.0
707,7.0,18.0,10.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0
708,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,5.0,0.0
709,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
710,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0
711,11.0,10.0,6.0,0.0,11.0,0.0,10.0,6.0,11.0,0.0,10.0,11.0,11.0
712,4.0,13.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,13.0,4.0
713,12.0,26.0,11.0,0.0,11.0,11.0,11.0,12.0,11.0,0.0,11.0,11.0,11.0
714,8.0,12.0,8.0,0.0,12.0,8.0,8.0,8.0,8.0,0.0,0.0,8.0,0.0
715,1.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0
716,13.0,9.0,8.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,13.0,8.0,8.0
717,22.0,15.0,11.0,0.0,22.0,22.0,22.0,22.0,22.0,11.0,22.0,11.0,22.0
718,4.0,7.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,4.0,4.0,0.0
719,9.0,16.0,2.0,0.0,16.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0
720,94.0,87.0,36.0,0.0,87.0,87.0,87.0,94.0,94.0,0.0,36.0,0.0,0.0
722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,66.0,90.0,72.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0
723,26.0,46.0,7.0,0.0,26.0,0.0,26.0,26.0,0.0,7.0,26.0,0.0,26.0
724,68.0,89.0,53.0,0.0,68.0,53.0,68.0,68.0,89.0,68.0,0.0,68.0,89.0
725,20.0,39.0,12.0,0.0,12.0,12.0,12.0,20.0,0.0,0.0,39.0,0.0,12.0
726,11.0,30.0,13.0,0.0,13.0,13.0,13.0,13.0,0.0,13.0,11.0,13.0,13.0
727,10.0,16.0,0.0,0.0,16.0,0.0,16.0,16.0,0.0,16.0,16.0,10.0,16.0
728,28.0,54.0,13.0,0.0,54.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
729,4.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0
730,20.0,8.0,5.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0
731,20.0,52.0,40.0,0.0,20.0,52.0,0.0,52.0,40.0,40.0,0.0,20.0,20.0
732,8.0,22.0,1.0,0.0,22.0,1.0,1.0,1.0,22.0,8.0,8.0,1.0,8.0
733,11.0,26.0,12.0,0.0,0.0,0.0,11.0,0.0,0.0,26.0,11.0,0.0,11.0
734,7.0,22.0,21.0,0.0,0.0,0.0,7.0,7.0,22.0,7.0,7.0,7.0,7.0
736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,14.0,16.0,3.0,0.0,16.0,16.0,16.0,16.0,16.0,16.0,3.0,3.0,3.0
737,10.0,15.0,5.0,0.0,10.0,10.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0
738,16.0,29.0,18.0,0.0,16.0,16.0,16.0,29.0,16.0,16.0,16.0,29.0,16.0
739,7.0,24.0,11.0,0.0,11.0,7.0,7.0,11.0,11.0,11.0,7.0,11.0,11.0
740,10.0,11.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,10.0
741,6.0,5.0,7.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0
742,3.0,0.0,4.0,0.0,3.0,4.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0
743,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0
744,13.0,35.0,24.0,0.0,0.0,0.0,35.0,35.0,0.0,35.0,35.0,13.0,35.0
745,11.0,11.0,6.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
746,14.0,22.0,8.0,0.0,22.0,22.0,0.0,0.0,0.0,14.0,22.0,22.0,22.0
747,35.0,61.0,16.0,0.0,16.0,61.0,35.0,0.0,61.0,35.0,0.0,16.0,61.0
748,35.0,41.0,30.0,0.0,41.0,30.0,35.0,30.0,41.0,0.0,30.0,30.0,30.0
749,29.0,45.0,2.0,0.0,45.0,29.0,45.0,29.0,29.0,45.0,29.0,29.0,45.0
750,13.0,24.0,12.0,0.0,24.0,13.0,12.0,0.0,13.0,13.0,24.0,24.0,0.0
751,40.0,65.0,51.0,0.0,40.0,65.0,65.0,65.0,40.0,65.0,65.0,65.0,65.0
752,27.0,65.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,47.0,56.0,36.0,0.0,36.0,36.0,36.0,47.0,36.0,56.0,56.0,56.0,36.0
754,34.0,66.0,41.0,0.0,0.0,66.0,66.0,41.0,0.0,34.0,0.0,34.0,0.0
755,7.0,10.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,7.0
756,3.0,3.0,9.0,0.0,3.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,9.0
757,8.0,1.0,2.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,8.0,1.0,8.0
758,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
759,2.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0
760,4.0,3.0,5.0,0.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,0.0
761,10.0,13.0,3.0,0.0,3.0,0.0,13.0,0.0,13.0,0.0,0.0,13.0,3.0
762,4.0,4.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,4.0,4.0,2.0
763,7.0,6.0,8.0,0.0,6.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0
764,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
765,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
766,3.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
767,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
768,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,14.0,14.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0
770,4.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,4.0,0.0,7.0,0.0
771,5.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
772,1.0,5.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0

